Employer Name,Employee Social Security Number,EIN,Control Number,Employee First Name,Employee Last Name,Employee Address & Zip Code,State,Employee State ID,"State wages, tips,etc",State Income Tax,Local Wages & Tips,Local Income Tax,Locality Name,"Wages, Tips & other Compensation",Federal Income Tax Withheld,Social Security Wages,Social Security Tax Withheld,Medicare Wages & Tips,Medicare Tax withheld,Social Security Tips,Allocated Tips,Verification Code,Dependent Care Benefits,Non-qualified Plans,12a Column 1,12a Column 2,12b Column 1,12b Column 2,12c Column 1,12c Column 2,12d Column 1,12d Column 2,Statutary Employee,Retirement plan,Third Party Sick Pay,Other
"Kayla Medina   ,   134 Shepard Hill
Ryanfurt, AZ 54627   ,   03353",185-43-9307,25-1-12-87,3136292,Charlotte,Holloway,"1421 Kelli Underpass Suite 974
New Phillip, ME 93594",Indiana,397-69-519,2019,849.375,2755,3095,North Jennifermouth,6795,1019.25,3197,479.55,3735,560.25,910,3361.5,194056,262,264,LQ,2282,YR,1874,VD,2373,EY,4172,True,True,True,PP   34011
"Jason Hutchinson   ,   67984 Samantha Manors
Aliciafort, MT 60531   ,   32825",136-30-0572,40-5-63-83,8263942,Mary,Simmons,"5451 Gonzales Underpass Apt. 453
West Mitchellfurt, NE 15345",Florida,558-44-840,1307,910.375,1397,2606,South Monicatown,7283,1092.45,2154,323.1,3853,577.95,843,3467.7,614838,141,121,WF,1219,XE,3962,DH,5738,XX,1193,True,False,True,LG   39660
"Kenneth Carey   ,   44859 Joseph Greens
East Jasonland, AK 67988   ,   86420",781-75-6282,35-8-20-44,4586138,Laurie,Manning,"352 Allen Fields
West Laura, KY 28044",Maine,552-15-819,2818,1229.75,2194,3709,East Ethanside,9838,1475.7,1548,232.2,2470,370.5,690,2223.0,264337,134,232,BH,1973,DD,1425,LH,3613,VM,4772,False,False,False,TI   16017
"Mark Campbell   ,   USNV Sullivan
FPO AA 31163   ,   19270",018-18-1071,94-3-22-98,4720924,Rebecca,Giles,"52089 Hamilton Ports Apt. 538
East Elizabeth, MT 53216",Mississippi,018-52-269,2897,951.125,2514,2336,New Emilyview,7609,1141.35,1419,212.85,3945,591.75,876,3550.5,951878,229,186,SO,7758,UA,1981,WY,1724,VC,2857,True,True,True,JO   81249
"Jill Hudson   ,   1511 Lisa Ville
Ernestview, NE 06039   ,   23275",649-90-1095,39-9-63-92,4906046,Michelle,Green,"61646 Susan Flats
East Crystal, IL 64239",Rhode Island,753-92-927,1254,1245.75,2731,2569,Christopherport,9966,1494.9,3876,581.4,2426,363.9,799,2183.4,486195,167,131,PE,7094,XL,3151,EX,4446,KI,9493,True,False,True,ST   19914
"Edwin Hunter   ,   679 Stephen Wells Suite 948
Simpsonborough, LA 91810   ,   51028",387-23-9284,43-7-74-69,2033754,Tara,Duran,"428 Melissa Well
Bowmantown, PA 70055",West Virginia,229-45-044,1763,867.25,2469,3891,West Jessica,6938,1040.7,4166,624.9,2916,437.4,706,2624.4,494507,249,159,RX,5903,DM,3734,OE,1557,RN,2124,True,True,False,SS   29390
"Cody Garcia   ,   38250 Rice Mountain
Blairview, DC 84718   ,   47632",245-55-0933,61-5-97-71,0830530,John,Carney,"85546 Nunez Estate
Bryceport, HI 10739",Arizona,443-24-074,1282,908.875,1988,2190,Port Ashley,7271,1090.65,2173,325.95,2713,406.95,726,2441.7,893706,101,117,HN,7121,FR,6269,YP,9760,TC,7458,False,True,False,BZ   41748
"James Williams   ,   0738 Cook Mountains
East Matthewside, IL 69703   ,   05189",488-04-2840,18-0-99-88,4627617,Leslie,Singh,"1086 Burns Estate Apt. 287
Port Natasha, NY 09114",Idaho,500-25-807,2223,777.5,1033,2195,Cathyshire,6220,933.0,2504,375.6,3228,484.2,667,2905.2,559563,258,268,EI,3981,WU,2015,NI,7771,IS,4642,False,False,True,SQ   03878
"Dr. Mary Long   ,   01708 Linda Corners Suite 901
Emmaview, IA 62282   ,   91514",907-06-3629,75-3-16-34,3396687,Katherine,Mccall,"60692 Erin Plain
East Joseph, SC 74050",California,853-88-831,1402,650.875,1674,3446,Kristishire,5207,781.05,2348,352.2,3971,595.65,831,3573.9,454135,248,263,CD,2048,WS,3930,PI,4574,TY,8558,True,True,True,OV   60607
"Danny Walker   ,   15616 Timothy Station Apt. 648
Kevinfurt, AZ 87734   ,   31329",995-86-0738,36-7-37-03,3775389,Tyrone,Murray,"5621 Tammy Corner
South Ericaside, VT 87603",Minnesota,360-43-454,2719,1099.25,2858,3703,Carlyhaven,8794,1319.1,4341,651.15,3084,462.6,936,2775.6,948227,170,259,SY,4627,NT,4732,KV,6031,DN,2460,False,False,False,NG   92640
"Tammie Shaw   ,   568 Joseph Trace
Edwardsfort, MT 07528   ,   72600",077-20-1534,99-0-18-39,6551500,Angela,Li,"254 Jon Valleys
Lake Bruce, MN 19873",Wyoming,512-23-988,2251,759.625,1781,3059,North John,6077,911.55,1742,261.3,2627,394.05,988,2364.3,565641,102,108,OZ,9529,KT,1813,WJ,7757,ZN,6163,True,True,False,WW   77994
"Catherine Wright   ,   157 Bradley Plaza Suite 607
Neilmouth, NH 01890   ,   58200",057-29-4226,50-2-67-10,0062290,Tina,Kelly,"USCGC Adams
FPO AA 87009",Maryland,174-54-331,2591,887.5,2425,3677,Lyonsmouth,7100,1065.0,1619,242.85,2589,388.35,746,2330.1,59758,239,236,OK,2291,NW,3994,LQ,2181,CS,6565,False,True,True,KP   25485
"Douglas Huber   ,   4921 Odonnell Pass
Aimeeville, PA 94250   ,   72332",493-80-4994,79-9-55-54,6163669,Sherry,Pham,"62977 Joseph Oval Suite 855
New Lisamouth, VA 17118",Ohio,531-58-460,2653,635.75,1625,2073,Jesushaven,5086,762.9,3606,540.9,2832,424.8,751,2548.8,89619,250,233,AY,6550,UY,8770,FM,8473,EX,7040,True,True,True,VC   36660
"Alan Watson   ,   415 Colon Rapid
Cynthiaton, ND 18674   ,   72080",280-48-9889,84-7-80-47,8795651,Pamela,Carpenter,"8301 Gray Well Apt. 267
Port Lori, RI 51376",Idaho,572-26-089,1287,1036.875,1715,2286,Port Toddmouth,8295,1244.25,3188,478.2,3950,592.5,655,3555.0,181795,289,248,BK,8208,YG,1287,TA,1457,PV,2614,True,False,True,XP   11371
"Ruben Jackson   ,   28888 Edward Orchard Apt. 867
North Rachel, AL 15696   ,   94383",984-89-6740,93-8-42-92,6428374,Barbara,Clarke,"2879 Albert Points Suite 229
Jaimeshire, MI 59818",Tennessee,825-23-647,2306,1159.25,1150,3068,Angelaland,9274,1391.1,1006,150.9,2341,351.15,745,2106.9,360223,216,124,VC,3443,PL,6158,BI,4447,XN,5626,True,False,True,QF   25651
"Anthony Herrera   ,   11427 Albert Mills Apt. 726
South Ashleytown, MN 51050   ,   63068",039-69-1764,92-8-74-59,1596826,Ronald,Rose,"534 Martinez Locks
Miguelmouth, NC 75474",Wyoming,742-74-979,2503,744.875,1644,2853,Kennedyhaven,5959,893.85,4347,652.05,2279,341.85,904,2051.1,785352,140,271,FT,6928,AH,8800,LJ,4667,ZN,7854,False,False,True,JE   17514
"Tiffany Durham   ,   0914 Michael Meadow
Lake Mark, UT 30112   ,   50942",431-92-4513,08-4-39-97,0291849,Ronald,Jacobs,"79363 Myers Mill Apt. 988
Mossstad, KY 43358",Illinois,120-87-240,1253,1203.375,2258,3395,North Sean,9627,1444.05,2086,312.9,2542,381.3,710,2287.8,677672,188,195,BY,5470,EI,9577,BP,3496,SQ,9822,False,True,True,YR   55062
"Brent Deleon   ,   182 Ralph Ranch
Wilkinsonton, NM 79095   ,   58760",383-21-1691,19-7-40-03,2196589,Shawn,Bruce,"9213 Stone Lodge Suite 438
North Markburgh, MD 90235",New Hampshire,363-35-226,2262,693.75,2852,3346,Summerfurt,5550,832.5,3416,512.4,3646,546.9,575,3281.4,540544,139,220,VT,9827,QK,7314,OX,6981,XQ,2846,False,True,False,UT   21929
"Cynthia Haas   ,   23107 Guerra Stravenue Suite 632
West Michael, NE 24202   ,   29761",643-06-5804,75-2-43-30,2908332,Charles,Smith,"PSC 6952, Box 3251
APO AP 05580",Vermont,614-53-522,1558,657.625,2220,2474,New Shelby,5261,789.15,1980,297.0,2437,365.55,800,2193.3,891130,244,234,TB,6161,UJ,3254,YM,7863,BH,6477,False,True,False,FG   72124
"Don Moran   ,   278 Taylor Parkway Suite 113
Rioston, DE 98211   ,   25056",294-58-1619,98-9-42-33,7149282,Connie,Williams,"005 Shannon Summit
Kellerborough, NC 08959",Oregon,726-33-145,2150,1203.75,2019,3615,Jordanshire,9630,1444.5,2363,354.45,2447,367.05,697,2202.3,158264,262,126,MC,9889,BD,4540,FP,3392,KG,2031,False,True,False,MM   44761
"Andrew Peterson   ,   991 Darryl Light Apt. 058
Port Markland, AR 54410   ,   73813",606-39-4314,10-6-58-15,1887839,Shawn,Jones,"544 Cheryl Plains
New Robertport, DE 70982",South Dakota,479-30-768,1343,650.0,1410,3126,Hensonbury,5200,780.0,3625,543.75,3538,530.7,564,3184.2,975580,294,107,NC,6804,OY,8767,DB,1824,MX,2067,False,True,False,MB   09235
"Carrie Sullivan   ,   5071 Christine Brook
Craigchester, OK 66259   ,   40349",142-35-2345,88-8-86-39,8335252,Kristine,Mendez,"203 Elizabeth Heights Suite 607
Martineztown, MT 94143",Oklahoma,314-74-623,1263,1184.875,1329,2485,Port Crystal,9479,1421.85,1620,243.0,3149,472.35,961,2834.1,964114,130,100,AA,2989,ET,2256,XX,8956,TH,7314,True,True,False,DL   25731
"Sherry Smith   ,   43669 Sanchez Vista Apt. 371
East Melissa, MO 15369   ,   21628",411-08-6535,20-6-80-12,9445111,Larry,Martinez,"47439 Anderson Brook
Lake Debra, MS 16837",Alaska,748-13-947,2202,1104.0,2611,3380,Crawfordmouth,8832,1324.8,2939,440.85,3975,596.25,612,3577.5,643518,247,232,BY,8395,IV,3473,YL,2321,SB,6886,True,True,False,BB   91344
"Tonya Mckenzie   ,   3375 Debbie Land
East Carrie, WY 32995   ,   65493",297-53-4557,62-8-96-32,3533907,Carolyn,Perez,"PSC 4387, Box 7134
APO AA 66849",Oregon,090-43-168,2746,919.25,1354,2109,Garciaborough,7354,1103.1,1034,155.1,3422,513.3,664,3079.8,423565,156,244,OT,6859,FC,8105,TT,4126,FG,8881,True,False,False,NP   44903
"Brian Graham   ,   218 Johnson Lakes Apt. 954
Reedbury, GA 52769   ,   06683",695-78-6930,95-0-60-47,2307619,Regina,Torres,"41979 Jessica Fords Suite 738
Thomasberg, IA 25036",Virginia,572-59-178,1852,654.5,2777,2438,Joannamouth,5236,785.4,1063,159.45,2781,417.15,841,2502.9,20902,200,288,AS,3654,KH,7022,SN,7944,EU,7623,True,False,True,BY   48230
"Linda Schmidt   ,   0364 Charles Mill Suite 811
Kimberlyport, MD 45317   ,   20072",068-06-4567,77-7-03-35,5337146,Alison,Garcia,"1815 Edward Ferry
Carsonfort, HI 69418",Louisiana,116-44-273,1794,1148.25,1378,2993,South Lisabury,9186,1377.9,2355,353.25,3733,559.95,644,3359.7,392461,174,284,DN,4905,GC,5870,LU,2839,YG,3192,True,False,True,VU   49524
"Debbie Hubbard   ,   9377 Charlene Green
Lake Angela, ME 51279   ,   66937",168-14-3858,59-5-73-94,9085022,Samuel,Medina,"48744 Munoz Prairie
Pittmanview, SD 32897",Iowa,942-66-369,2124,930.0,2057,3554,Collinsborough,7440,1116.0,4997,749.55,3128,469.2,890,2815.2,324608,228,192,XJ,5181,QD,7376,VP,6336,QB,2022,True,True,False,SC   18415
"David Smith   ,   45005 Pham Underpass
Loritown, TN 37094   ,   49615",063-64-5070,60-9-87-63,7790821,Justin,Palmer,"43755 Vicki Ridge
Port Johnton, MA 12468",Georgia,125-47-774,1160,899.875,2913,2033,East Austin,7199,1079.85,1193,178.95,2284,342.6,661,2055.6,760306,110,113,XY,6964,YI,2062,YX,8683,YS,3249,True,True,False,GP   61432
"Suzanne Carroll   ,   451 Daniel Course Suite 151
Hansenport, PA 27821   ,   21252",552-52-6360,93-0-02-32,5513733,Ian,Carlson,"502 Burton Plains
Douglasborough, CO 03741",Arkansas,299-20-262,1627,674.625,1589,2492,Wattsmouth,5397,809.55,2452,367.8,2361,354.15,671,2124.9,810985,131,163,BW,8763,IW,6711,ZX,3583,BN,7295,False,True,False,PM   45371
"James Kelly   ,   61045 Michael Run
Nancyville, AK 15091   ,   93000",949-08-0427,76-9-00-19,2913649,Jason,Ortiz,"560 Brandon Pine
Lake Dana, VT 13170",Wyoming,237-90-558,1329,937.125,1790,3826,Port Amanda,7497,1124.55,2296,344.4,3574,536.1,889,3216.6,373085,242,179,FW,3902,DD,5412,SZ,6905,UN,1949,True,False,True,AA   18419
"Gregory Roth   ,   532 Joseph Shores Apt. 707
Lake Christopherton, CA 38025   ,   37699",116-71-6516,37-0-24-94,5675832,Steven,Garcia,"5640 Gina Street Apt. 895
Jensenton, MT 76360",Georgia,187-21-359,2143,1061.75,2521,3235,Benderland,8494,1274.1,4666,699.9,2036,305.4,660,1832.4,902475,122,230,DC,7465,YA,5401,HN,7205,XK,5670,True,True,False,WC   05319
"Christie Jones   ,   Unit 1453 Box 6650
DPO AA 06015   ,   47688",221-51-0858,35-4-31-91,2186949,Crystal,Clark,"7740 Buchanan Prairie
Danaview, CT 39619",Indiana,978-68-028,2353,1084.0,2802,2607,Lindsayshire,8672,1300.8,3477,521.55,2153,322.95,593,1937.7,126567,108,294,JG,4920,IO,3794,EB,4152,WF,5693,True,False,False,MU   80489
"Casey Delacruz   ,   97103 Briana Key
North Amanda, NY 41728   ,   37740",098-78-1031,10-2-21-54,4905291,Monique,Ferguson,"00694 Rachel Drives Suite 963
Port Coryville, WV 35498",Georgia,717-44-816,2069,794.625,2980,3139,West Erin,6357,953.55,1835,275.25,3399,509.85,639,3059.1,366161,298,130,YS,8531,VT,9785,CT,8454,RF,1398,True,True,False,US   14844
"Rachael Chandler   ,   USCGC Smith
FPO AE 31576   ,   55265",086-03-6249,00-7-99-19,9663571,Brooke,Davis,"USNS Roberson
FPO AA 10146",Arkansas,331-71-603,1560,1086.875,2709,3789,East Tiffany,8695,1304.25,4666,699.9,2793,418.95,903,2513.7,557884,256,229,FE,3296,LH,9443,FZ,1406,JJ,1433,True,False,True,YB   52908
"Margaret Roy   ,   49948 Julie Station Suite 315
Stephaniestad, NV 31727   ,   96681",016-06-9421,70-4-85-32,5112774,Joseph,Ortiz,"71507 Diane Trail
Joannhaven, MO 60316",New York,701-52-014,2750,1086.875,1674,2703,South Christopherview,8695,1304.25,3523,528.45,2468,370.2,542,2221.2,380433,218,122,IA,2886,PQ,6496,TD,2187,PM,3215,True,False,False,NP   15875
"Ashley Campbell   ,   43593 Williams Prairie Suite 535
Henrymouth, UT 09066   ,   19405",021-98-5640,33-4-94-00,9756067,Sean,Miller,"54158 Patricia Ranch
South Jason, MO 09121",Iowa,943-66-138,1010,875.375,1348,2376,Port Brianchester,7003,1050.45,3355,503.25,2989,448.35,643,2690.1,870426,284,109,SD,6710,RS,8356,ZS,3064,FK,1154,True,True,True,OX   11785
"Julie Roberts   ,   8929 Escobar Throughway
East Aliceshire, VA 65325   ,   16693",744-00-1907,56-1-33-03,3420674,Jonathan,Ray,"9384 Ryan Club Suite 658
South Ryanburgh, IN 74672",Missouri,813-44-122,1758,764.5,1163,2325,Danielsborough,6116,917.4,2106,315.9,2323,348.45,557,2090.7,499933,118,285,IT,7376,PD,6902,IM,7954,GS,8922,True,True,False,CV   04795
"Amanda Cameron   ,   78268 Lori Drive
Port Charles, MA 14815   ,   78521",623-37-6824,33-6-39-73,9939053,Kelsey,Johnson,"29814 Francis Field
Leonhaven, CA 27125",Tennessee,780-33-081,2251,673.0,2027,3538,East Kimberly,5384,807.6,2409,361.35,3820,573.0,702,3438.0,357012,227,280,GJ,6508,PB,7524,LJ,5011,SO,5732,True,True,False,ZU   27228
"Amanda Browning   ,   796 Henderson Ranch
Lake Cassidy, WY 06140   ,   49865",521-75-0567,83-3-21-11,5390676,Anthony,Reyes,"48288 Salinas Fields Suite 187
Lewisview, CT 80445",Nebraska,713-09-272,2281,1033.25,2192,3379,Amychester,8266,1239.9,4628,694.2,2135,320.25,662,1921.5,444175,159,259,MK,6254,DB,5314,PN,8394,AX,9191,False,True,True,UK   24261
"Jennifer Lee   ,   89445 Victor Meadows
West Jason, CT 10541   ,   74273",673-72-8742,23-0-76-64,8931572,Robert,Griffin,"78968 Heather Villages
West Jeremy, CT 93720",South Carolina,229-60-602,1764,1194.875,1299,2792,Yorkmouth,9559,1433.85,1578,236.7,3859,578.85,824,3473.1,703989,194,150,NM,4902,FV,2371,DT,6105,KU,3279,False,True,False,QB   54625
"Ruth Dominguez   ,   726 Claire Rest
Kyletown, NC 01422   ,   34478",246-85-6166,27-5-20-67,9815967,Stacey,Smith,"7185 Tonya Plains Apt. 290
Karenstad, OH 11719",Maine,551-71-789,1636,1001.5,2551,2396,Jenningsshire,8012,1201.8,3891,583.65,2965,444.75,810,2668.5,997094,121,261,KQ,9792,ZR,2149,SA,1683,OH,6131,False,True,False,ZV   12527
"Mrs. Holly Rodriguez   ,   4387 Williams Burg Apt. 579
New Michelleport, NM 16635   ,   57661",667-20-0168,50-1-92-62,5112019,Katelyn,Garza,"0234 Garza Rue Suite 528
Michaelberg, KY 03227",Wisconsin,941-19-018,2082,648.25,2711,2250,Ingramhaven,5186,777.9,2194,329.1,3200,480.0,924,2880.0,394148,296,160,GA,7783,OL,1712,GT,3339,CV,3240,True,True,True,CK   57533
"Ashley Jackson   ,   4248 Rebecca Shore Suite 298
Huffmanburgh, ND 80635   ,   64945",933-55-0286,88-9-51-25,6284301,Robert,Ferguson,"99509 Ruiz Shore
West Bryanfurt, TN 82430",Iowa,357-21-868,2370,1074.125,2923,2665,Seanville,8593,1288.95,4528,679.2,3119,467.85,944,2807.1,859720,172,171,FC,4039,ME,3314,WM,9441,YC,5610,False,True,False,IH   66015
"Mike Baker   ,   690 Sonya Mall
Lake Reneeshire, WV 45141   ,   02653",859-70-3049,80-1-72-97,8869297,Amy,Martin,"5489 Cobb Prairie
North Erika, NY 12851",California,321-19-339,1501,1039.75,2377,2354,Hortonhaven,8318,1247.7,2119,317.85,2817,422.55,828,2535.3,160591,195,143,PS,6775,SV,3895,XX,4468,VD,3939,False,True,True,PR   20779
"Charles Crosby   ,   3991 Spence Underpass
Lake Michael, ID 02610   ,   39454",125-40-5314,82-3-01-67,7450663,Laura,Phillips,"0829 Regina Spur Apt. 390
Martinezburgh, MS 73735",New Jersey,999-42-779,1457,650.25,2597,2680,Anthonybury,5202,780.3,4665,699.75,2688,403.2,788,2419.2,696442,127,113,YJ,2234,XQ,6407,KP,5513,FE,7799,False,True,True,BA   47571
"Gabriella Henderson   ,   29472 Harris Points
New Robertshire, NV 78357   ,   74436",577-09-9101,98-4-32-62,9640240,Robert,Schultz,"772 Nelson Rest Apt. 513
Port Robertburgh, NV 74997",Tennessee,453-56-581,1766,680.625,1802,3078,Burtonville,5445,816.75,3046,456.9,3460,519.0,530,3114.0,106453,173,273,PS,9070,LR,7076,GO,7959,US,9865,False,False,True,SB   51400
"Ashley Anthony   ,   272 Williams Fort
New Williamshire, NY 00906   ,   03289",879-22-9589,04-9-00-67,0934438,Nicholas,Jackson,"9161 Wilson Run Suite 388
South Kristie, SD 77362",Minnesota,337-29-529,1131,1221.75,1195,2507,Roweside,9774,1466.1,3754,563.1,2524,378.6,1000,2271.6,265199,177,227,XX,5729,GT,6591,AP,2803,KN,2869,False,False,True,KA   31336
"Summer Torres   ,   158 Knight Viaduct
Rushburgh, DE 88716   ,   21331",821-05-9897,53-5-25-89,9332642,Noah,Hogan,"57734 Heath Park Apt. 472
Charlesshire, WI 13715",Mississippi,131-29-879,2478,720.875,1081,3058,New Kirkmouth,5767,865.05,2548,382.2,3463,519.45,792,3116.7,973298,266,109,YH,4566,HU,7316,VR,2330,XJ,8628,True,False,True,IQ   95510
"Matthew Payne   ,   017 Caldwell Canyon
South Rachelberg, UT 23171   ,   61036",536-51-1775,03-7-60-28,6753510,Dana,Choi,"93720 Kimberly Summit
North Timothyfort, NY 40497",New Jersey,602-55-856,1562,839.5,1417,2348,Fostermouth,6716,1007.4,2855,428.25,3335,500.25,572,3001.5,234005,165,105,AR,4930,BI,7088,LR,8000,XQ,5452,True,False,False,UJ   96639
"Tony King   ,   192 Gregory Spur
Lynnborough, VT 11859   ,   30718",156-61-7248,65-7-66-95,6443589,Kari,Hill,"PSC 1647, Box 7615
APO AP 38274",North Dakota,539-69-065,1199,655.75,1517,2175,Wendyton,5246,786.9,2471,370.65,2349,352.35,710,2114.1,737995,236,190,WB,9654,MD,6207,VH,9055,TD,2835,True,False,True,EF   18380
"Nancy Walter   ,   9658 Kimberly Springs Suite 667
South Mary, DE 49715   ,   53117",931-33-4849,59-3-08-42,8858013,Isaac,Hoffman,"101 Jacob Plaza
East Paul, AR 93110",Montana,920-53-967,1982,675.625,2507,2473,South Brandon,5405,810.75,4475,671.25,3356,503.4,921,3020.4,142323,176,296,OU,5548,OC,3937,ER,2536,KQ,2941,False,True,True,TF   83727
"Susan Richards   ,   263 Shelton Locks Suite 820
Port Alyssaport, ND 63060   ,   49734",841-80-9329,79-9-57-67,4286099,Jennifer,Valentine,"47158 Pearson Station
West Tracy, RI 38808",Oregon,751-70-198,2383,1130.5,1967,3442,New Ashleychester,9044,1356.6,2714,407.1,2941,441.15,976,2646.9,426188,290,150,LU,8206,OP,1187,SB,9463,CO,7901,True,False,True,SC   72866
"Krista Lloyd   ,   1101 Kristin Valleys Suite 465
Wilsonport, WI 08688   ,   61840",897-94-1672,13-7-51-16,4847862,Jasmine,Little,"USNV Heath
FPO AA 67393",Iowa,107-66-572,1489,1132.625,1498,2204,Mooremouth,9061,1359.15,2797,419.55,2717,407.55,897,2445.3,550105,274,190,GZ,3099,UE,2991,CC,1002,IV,8240,True,False,True,AT   02660
"Amanda Martin   ,   812 Rice Parkway Suite 792
Carterfort, MS 47013   ,   10918",927-93-8047,56-6-08-52,5063956,Henry,Carney,"10798 Sellers Mountains
Susanbury, GA 47562",Georgia,072-66-455,2348,692.25,1922,2823,North Brianchester,5538,830.7,2253,337.95,2674,401.1,555,2406.6,107181,127,222,NX,2860,KP,7184,EL,3483,LD,3617,True,True,False,RC   57418
"Tabitha Moreno   ,   856 White Island Suite 405
East Michaelfort, OR 91466   ,   72244",251-94-3293,82-5-07-34,3738040,Fred,Lee,"6624 Kenneth Ridges
Lake Scottshire, FL 85015",Rhode Island,193-64-828,1983,1044.0,1655,2373,West Kellymouth,8352,1252.8,4976,746.4,3398,509.7,886,3058.2,716205,182,210,TP,7504,OP,3654,UG,1409,NQ,1478,False,True,True,RP   00883
"Carol Hernandez   ,   52074 Courtney Spur
New Sherriberg, CT 20758   ,   36815",748-78-8178,59-7-17-91,0533489,David,Malone,"110 Roberts Mountain Apt. 452
Rhondaburgh, TX 62211",Kentucky,533-31-276,2329,862.0,1861,2040,Ortizborough,6896,1034.4,3229,484.35,2774,416.1,576,2496.6,903065,271,172,GX,3560,BT,4889,EN,9706,GI,8977,True,True,False,EO   08176
"Cheryl Ramirez   ,   PSC 2339, Box 1012
APO AE 87639   ,   07216",661-09-5142,14-0-47-33,3971953,Kevin,Brooks,"USNS Estrada
FPO AP 36303",California,450-22-404,1115,705.375,2047,2877,New Robert,5643,846.45,3679,551.85,3723,558.45,874,3350.7,518072,289,202,PK,5036,NK,6222,OX,9836,TP,8766,False,False,True,ZH   45719
"Sue Martinez   ,   938 Curry Rapid Suite 801
Port Gloriamouth, IA 27008   ,   55561",454-41-2488,62-3-91-81,3856943,Donald,Silva,"048 Kaufman Ports Apt. 464
Millerfurt, IN 11240",Michigan,776-75-117,1087,1083.125,1425,3460,Morganburgh,8665,1299.75,3379,506.85,3977,596.55,900,3579.3,320340,127,233,XV,9137,QF,2656,JI,8576,NT,5708,True,True,True,RE   57956
"Robert Cole   ,   46867 Newton Squares
Lake Desireefort, NY 35723   ,   57252",904-26-1980,42-6-61-77,6842862,Brianna,Castillo,"20105 Hernandez Rue
Williamsfort, OK 61032",Indiana,855-27-553,1341,952.25,2961,2936,Lake Jennifer,7618,1142.7,3091,463.65,2978,446.7,635,2680.2,351264,285,245,RE,1417,LP,4187,NM,8185,RK,9508,False,False,True,SM   51981
"Melissa Johnson   ,   37727 Thompson Creek Suite 581
West Beverlymouth, ID 12902   ,   24236",111-68-2490,46-1-26-05,0727678,Patricia,Moon,"PSC 4292, Box 4338
APO AA 55494",Wisconsin,099-50-685,2132,696.125,1856,2731,Port Joann,5569,835.35,3773,565.95,3398,509.7,930,3058.2,893305,192,183,UP,8990,UU,5597,LL,2585,EV,4325,True,True,True,TS   36644
"Pamela Mejia   ,   5448 Kimberly Village
East Scottville, SC 63717   ,   16080",226-00-9804,59-1-91-45,5294092,Brian,Martinez,"594 Pena Circles Apt. 216
Port Kristinport, TX 46753",Connecticut,001-34-705,1593,1187.25,1392,2470,Lopezville,9498,1424.7,1599,239.85,3211,481.65,664,2889.9,88507,249,158,WY,6789,NQ,9109,QG,8779,MQ,5574,False,True,False,JH   63416
"Brandon Johnson   ,   556 James Island
Smithport, MS 15529   ,   75490",898-53-3684,74-4-78-70,1128155,James,Barton,"6603 Alisha Shoal Apt. 931
Williamside, FL 78570",Hawaii,616-84-656,1285,999.75,1186,2604,Port Benjaminfurt,7998,1199.7,2991,448.65,3487,523.05,978,3138.3,506679,194,119,PS,9785,NL,6745,RX,6930,HE,1549,False,False,True,FS   80408
"Daniel Phillips   ,   0945 Salazar Mission Suite 853
Port Linda, NE 28985   ,   31019",658-62-5487,73-6-02-07,6702078,David,Reyes,"254 Kenneth Island Apt. 521
Thomasland, CA 31022",Utah,698-61-805,1236,721.125,1366,2062,West Stephenstad,5769,865.35,3706,555.9,2428,364.2,635,2185.2,863622,230,165,YS,3429,KM,6904,FQ,4384,IN,6243,True,True,False,AR   75488
"Jennifer Stephens   ,   1629 Brooke Ranch Apt. 246
Brooksbury, AR 77074   ,   20307",259-99-0013,89-5-88-62,3342421,Dale,Hanson,"3581 Nathan Harbor
Gallegosstad, DE 27745",Arizona,990-41-902,1419,1033.875,1620,3003,Blevinsland,8271,1240.65,3449,517.35,3116,467.4,744,2804.4,247382,115,156,RO,3567,LX,8540,YJ,6671,GM,1876,False,False,False,CQ   37208
"Christopher Bennett   ,   Unit 5280 Box 9513
DPO AE 84478   ,   47856",297-83-2589,75-5-41-29,9236787,Bryan,Brown,"367 Newman Rest
North Gina, AR 69681",New Jersey,620-43-926,1873,800.75,2604,2584,Port Jessica,6406,960.9,2096,314.4,3353,502.95,700,3017.7,901956,282,110,UD,4511,VB,2313,DB,1670,UW,7620,False,True,False,BU   33425
"Theresa Payne   ,   623 Ronald Springs
North Courtneyland, CA 56376   ,   62573",080-35-1912,23-4-71-20,9221570,Cindy,Hampton,"623 Collier Pass
Donaldchester, RI 19753",California,262-70-706,1684,779.625,2806,3576,Mendezmouth,6237,935.55,1325,198.75,3508,526.2,593,3157.2,575808,129,207,VA,4227,AG,8502,IH,3230,RQ,4667,False,False,False,RZ   12278
"Stacey Bennett   ,   Unit 9636 Box 9461
DPO AE 14964   ,   00950",255-86-9136,90-3-95-42,0710612,Linda,Patel,"6586 Jones Drive
Caitlinshire, KS 80816",Utah,168-18-196,1535,668.5,1208,3531,North Brandi,5348,802.2,3667,550.05,3251,487.65,764,2925.9,315697,207,233,QP,9978,NX,2733,CT,3177,SQ,5395,False,False,True,DB   78707
